Data ,Label
"Gadha bacha gadha nai huncha tyaisaile",0
"tyo saale gadha nai ho",0

"Tyo vate Bhattarai lai k chetana vaya vane aba sarkar le sajaye nadiye janata le talai fasi dinexan chetana vaya",0
"Tyo vate Bhattarai lai k chetana vaya vane",0

"यो सबै भन्दा फटा देशद्रोही हो",0

"धार्मिक अतिवाद विरुद्धको आक्रमण हो",0

"thekka leko xu",0

"Pu is no pokhara university. Itz actually means Pakhe university",0
"Itz actually means Pakhe university",0
"Pu is no pokhara university.",2

"आमा माया",0

"दशै आउनु भनेको कागलाई बेल पाक्यो हर्ष न बिस्मात जस्तै हो",2

"ज्यानको बाजि चल्दै छ यहाँ",0

"Mc ko ho tyesto garne chai mug lai jhapa ko kakarvitta vane thaw pothaedinuna haju",0

"कानुन नै छैन नेपाल मा",0
"कानुन नै छैन",0

"थुक्न मन लाग्छ नेता अनि सरकार लाई",0
"थुक्न मन लाग्छ",0

"पुरुष भनेर ठाडो शिर बनाएर हिड्नु नि गार्हो यि पृथिवी को भार हरुले गर्दा",0
"पुरुष भनेर ठाडो शिर बनाएर हिड्नु नि गार्हो",0
"ि पृथिवी को भार हरुले गर्दा",0

"नारिको सुन्दरतामा आखा लगाउने त्यो पापीलाइ मृत्यु पछि नि आत्मा पोलिरहोस",0
"्यो पापीलाइ मृत्यु पछि नि आत्मा पोलिरहोस",0

"Dhoti should nt cross their limit",0

"बुडिमाथी चड्या जस्तो सजिलो हुन्छ र मेरो देश को हिमाल चड्न",0
"बुडिमाथी चड्या जस्तो सजिलो हुन्छ",0
"मेरो देश को हिमाल चड्न",2

"रेलको पट्रीमा हगे जस्तो सजिलो हुन्छ र मेरो देशको हिमाल चड्न",0
"रेलको पट्रीमा हगे जस्तो सजिलो हुन्छ",0

"हिमाल चढ्नु भन्दै पान बेच्नको लागि हिमालमा गयो होला साले भेले",0

"अनि एक जाना कसरी Missing भयेछ त यार सेतो हिमालमा कालो मुन्छे सर्लक्कै देख्नु पर्ने हो त",0
"अनि एक जाना कसरी Missing भयेछ त",2
"यार सेतो हिमालमा कालो मुन्छे सर्लक्कै देख्नु पर्ने हो त",0

"Mula dhoti Rip",0

"Bichara Dhotiharu",0

"Ek jana dhoti kasari missing vayo thyo pani himal maaa",0
"Ek jana dhoti kasari missing vayo",0

"Tyo budo ley lukera hereko her na tya",2

"खुलेआम मेरो X लाई यसरी पर्किन पाहिदैन",2
"यसरी पर्किन पाहिदैन",0

"मुटु चाही हो  आफु त सर्प भनेपछी ** बाट धुवाँ निस्किन्छ",2
"सर्प भनेपछी ** बाट धुवाँ निस्किन्छ",0

"And what about protecting snakes from people?",2
"protecting snakes from people",0

"Music: am I a joke to you",2

"तेरि मा चिनी चिया पत्ती",0

"हेर नागा अब सुतेको उठेको हगेको पोस्ट गर",2

"राम्री केटि त देख्नै हुन्न अनेकथरी कुरा आउँछ",2
"राम्री केटि त देख्नै",0

"जे होस बौद्धबासिले देखाए चुतिया सरकारलाई",0
"चुतिया सरकारलाई",0

"जुम्लाका मालपोत अधिकृत जुम्लाको गुठिचौर गाउँपालिका-४ बाउलीगाउँका गोविन्दप्रसाद न्यौपाने बालुवाटार भन्दा दोब्बर ५९० रोपनी सरकारी जग्गा श्रीमती, छोरी र १४ जना नातागोताको नाममा पास गराएको पाइएको छ। हाल सेवा निवृत्त न्यौपानेले सेवामा रहँदा २०६६ सालमा गुठिचौरस्थित राष्ट्रिय भेडाबाख्रा अनुसन्धान फार्मको जग्गा आफ्नो नाममा गराएका थिए ।",2
"जुम्लाका मालपोत अधिकृत",2
"जुम्लाको गुठिचौर गाउँपालिका-४ बाउलीगाउँका गोविन्दप्रसाद न्यौपाने बालुवाटार भन्दा दोब्बर ५९० रोपनी सरकारी जग्गा श्रीमती, छोरी र १४ जना नातागोताको नाममा पास गराएको पाइएको छ",2
"हाल सेवा निवृत्त न्यौपानेले सेवामा रहँदा २०६६ सालमा गुठिचौरस्थित राष्ट्रिय भेडाबाख्रा अनुसन्धान फार्मको जग्गा आफ्नो नाममा गराएका थिए ",2

"Development ko lagi pani andolan nai garnu parne, Hait,",0
"andolan nai garnu parne",0

"नेपालमा बिकासकाे कामले गतिलिएन भने बाैध्दकाे जस्तै गरी नारा जुलुस र ढुङ्गा मुडाले बाटो बन्द गरेमात्र काम हुने रहेछ ।",0
"जुलुस र ढुङ्गा मुडाले बाटो बन्द गरेमात्र काम हुने रहेछ",0

"आन्दोलन गर्ने जनता Tax तिर्ने जनता अनि भुत्रा धन्यवाद सरकार",0
"आन्दोलन गर्ने जनता Tax तिर्ने जनता",1

"बिकासको लागि आन्दोलन गर्नु पर्छ भन्ने सिकायो बौद्ध बासिन्दाले",2
"बिकासको लागि आन्दोलन गर्नु पर्छ",1

"हाहा  टायर नबाली समृद्दी नआउने रहिछ अझै",2
"समृद्दी नआउने रहिछ अझै",0

"न्यायको आवाज हराउदौ गयो म त सझाउन मात्र आएको हो एउटि निर्मला त हराइ गइन तर याद राख तिम्रो मेरो घरमा एउटि निर्मला छिन  सरकार न्याय देउ",2
"न्यायको आवाज हराउदौ गयो ",0
"उटि निर्मला त हराइ गइन",0
"न्यायको आवाज हराउदौ गयो म त सझाउन मात्र आएको हो",1
"याद राख तिम्रो मेरो घरमा एउटि निर्मला छिन",2
"सरकार न्याय देउ",0

"Aapey Australia navaan vaneko haina astiko postma",2

"अनी आजको भाडा चाई को ले माझ्छ त सबै जना नेपाली जात्रै जात्रा हेर्न आए सी",0
"अनी आजको भाडा चाई को ले माझ्छ त",2
"सबै जना नेपाली जात्रै जात्रा हेर्न आए सी",2

"Wow ghanta jasto post thanks for sharing",0
"ghanta jasto post",2

"हामी नेपाल मा हुनेले हेर्न पायका छैनम अष्ट्रेलिया वालाले हेरिसके",2
"हामी नेपाल मा हुनेले हेर्न पायका छैनम",2
"अष्ट्रेलिया वालाले हेरिसके",2

"J vaney ni nepal is garib desh",0

"तिमी बिना बाच्दिन भन्थी अहिले भुत सङ्ग टासिएर जात्रा हेर्दै रहिछ निधेनी ले",0
"तिमी बिना बाच्दिन भन्थी",1
"हिले भुत सङ्ग टासिएर जात्रा हेर्दै रहिछ निधेनी ले",0

"लुट्न जाम त म",0

"Aba kp suddo le pheri gf lai pherii arko gift dine vhayo",0

"bike पछाडी राखेर बिदेश जानेका बुढीहरु डुलाउन कम्ता रमाईलो हुने थिएन ........ यो नामर्द सरकारले यती नियम पनी ल्याउन सकेन",0
"bike पछाडी राखेर बिदेश जानेका बुढीहरु डुलाउन कम्ता रमाईलो हुने थिएन ",0
"यो नामर्द सरकारले यती नियम पनी ल्याउन सकेन",0

"अरे Joke चलेछ के नेपाल मा??? नेपाली जनता जोक सुन्दैछन येस्तो पनि देश बनाउनी नेता पुलिश रे थुक्क येति त भन्न पाइन्छ होला पुलिश ले थुन्दैन",0
"अरे Joke चलेछ के नेपाल मा???",1
"नेपाली जनता जोक सुन्दैछन",2
"येति त भन्न पाइन्छ होला पुलिश ले थुन्दैन",2

"Hamlet shop is feeling sad with nepal government and 38 others",0
"Hamlet shop is feeling sad ",0

"Nepal government gonna mad",0

"गाई, गोरु, भैँसी,उँट को मासु खाने दिन छिटै आउँदैछ।",2
"मासु खाने दिन छिटै आउँदैछ।",1

"हामिलाई बाल नेपाल छोडी जानू र श्रीमती पोइल जानू एउटै होइन",0
"नेपाल छोडी जानू र श्रीमती पोइल जानू एउटै होइन",0

"यो झारे नेपाली हैन नेपाल को नागरिकता त्याग्ने जति सबै झारे लाग्छ्",0
"यो झारे नेपाली हैन",0
"नागरिकता त्याग्ने जति सबै झारे लाग्छ्",0

"बिध्यासुन्दर शाक्यले जस्तै गरि काम गरेर देखाएर नेपाल को नाम राख्नु!!शुभकामना सम्धि",1
"नेपाल को नाम राख्नु",1

"म खुसी छैन",0

"नेपालमा मेयर उपमेयर, प्रधानमन्त्री हुन त ८ फेल हुनुपर्छ ।",0
"प्रधानमन्त्री हुन त ८ फेल हुनुपर्छ ।",0

"मुलाहरुले playstore bata altimeter download गरेर गएको भए height थाहा भैहाल्थ्यो, बेकारमा यत्रो खर्च गरेछन्",0
"मुलाहरुले playstore bata altimeter download गरेर गएको भए height थाहा भैहाल्थ्यो",0
"बेकारमा यत्रो खर्च गरेछन्",0

"बल्ल बल्ल हिमाल चढ्न पा हुन  खुशीको साथ जोस जागर चलेर मात्रै हो... नत्र त्यस्तै कुनै ठाउ कालो पत्रे बनाउनु पर्ने भए अल्छी गरेर कति समय लाइदिन्थे",1
"बल्ल बल्ल हिमाल चढ्न पा हुन  खुशीको साथ जोस जागर चलेर मात्रै हो...",1
"नत्र त्यस्तै कुनै ठाउ कालो पत्रे बनाउनु पर्ने भए अल्छी गरेर कति समय लाइदिन्थे",0

"Aba Everest ko height ghatera record garney bho ,paisa khako cha tyo ghosiya napi bibhag ley",0
"Aba Everest ko height ghatera record garney bho",2
"aisa khako cha tyo ghosiya napi bibhag ley",0

"त्यो टुप्पोको कति आना जग्गा कोकोस्ले आआफ्नो नामसारी गरेर आउने भए, कमाउनिष्ट सरकार",0
"त्यो टुप्पोको कति आना जग्गा कोकोस्ले आआफ्नो नामसारी गरेर आउने भए",0
"कमाउनिष्ट सरकार",2

"सबै भन्दा झुटो बोल्ने गीत हो यो",0
"झुटो बोल्ने गीत हो",0

"छिनको छिनमै झुट बोल्दिने तरिका हो",0
"छिनको छिनमै झुट बोल्दिने",0

"खल्तिमा भएको हात्ती उडेर सुढ मात्र झुन्डिराखेको रैछ त",2
"सुढ मात्र झुन्डिराखेको रैछ त",2

"अरु भन्या त्यस्तै हो सुत्ने बेला प्याट प्याट पार्न पाउने मुजि नि भाग्यमानी नै हो",2

"कता हो भाइ आज दुलो भेटियो रेन्त ",2

"अब त झन केटि देख्यो कि बिस्वास नई मर्यो",0
"बिस्वास नई मर्यो",0

"मुटु माथी ढुङ्गा राखी हास्नु पर्या छ",0
"हास्नु पर्या छ",1

"कयौंको घरमा खाना नपाक्न सक्छ",2
"खाना नपाक्न सक्छ",0

"अर्काको प्रगति नसुनाइराख भन्या हैन मैले",0
"नसुनाइराख भन्या हैन मैले",2

"खाना खाने बेला किचकिच गरे",0

"कस्ता कार्यकर्ता पालेको बिप्लपले सालेहरु एउटा बम पनि राम्रो सङ्ग लान सक्दैनन्",0
"कस्ता कार्यकर्ता पालेको बिप्लपले",0
"सालेहरु एउटा बम पनि राम्रो सङ्ग लान सक्दैनन्",0

"Amamamamama kati hau chatak pani biplav ji ko",0

"थुक्क जाठा बिस्तारै लानु पर्दैन गाडिमा हल्लेर पड्केको होला",0
"थुक्क जाठा बिस्तारै लानु पर्दैन",0
"गाडिमा हल्लेर पड्केको होला",2

" भोलि, तेरो स्कुल, कलेज र अफिस बिदा छैन भने।बिहानै गेटमा गएर प्रेसर कुकर राखिदे। अनि, दिन भरी सुतेर बस्लास।",0
"भोलि, तेरो स्कुल, कलेज र अफिस बिदा छैन भने।बिहानै गेटमा गएर प्रेसर कुकर राखिदे।",0
"दिन भरी सुतेर बस्लास।",1

"कि सुक ढुङ्गा मा थुकेर गरिन्छ सिक्का मा हैन।।।थेउरी नै थाहा नभएको ले एक्सपेरिमेन्ट को धाक दिन्छ साला ।",0
"कि सुक ढुङ्गा मा थुकेर गरिन्छ सिक्का मा हैन।।",2
"।थेउरी नै थाहा नभएको ले एक्सपेरिमेन्ट को धाक दिन्छ साला",0

"हामी जनता लास्त रिसाउछौ तिमिसङ फेरि",0

"अरु कुरा कुन कुन कुरा चाहिँ ब्यान गर्छौ हे डाम्ना हो",2
"अरु कुरा कुन कुन कुरा चाहिँ ब्यान गर्छौ",2
"डाम्ना हो",0

"चाक मा बुद्धि भको मान्छे हरु को लागि होला",0
"चाक मा बुद्धि भको",0

"ए बाबु तिमि यस्ता बकमफुसे अपडेट भन्दै पोष्ट नगर के । समाचार पोष्ट गर्न लाई हजारौ मिडिया छन ।",0
"ए बाबु तिमि यस्ता बकमफुसे अपडेट भन्दै पोष्ट नगर के ",0
"समाचार पोष्ट गर्न लाई हजारौ मिडिया छन ।",2

"तर तिम्रा ति नमिठा अस्विकार्ले",0
"नमिठा अस्विकार्ले",0

"तिमी भन्दा निकै पर.. ल्यैपुरायो",2

"त्यो समझना जहाँ तिमी घरी घरी आउछेउ अनि जिस्क्यायर जान्छेउ",0
"त्यो समझना जहाँ तिमी घरी घरी आउछेउ",0
"अनि जिस्क्यायर जान्छेउ",0

"अनी अर्को सपना जहाँ तिमी घरी घरी आउछेउ अनि झस्क्यायर जान्छेउ",0
"अनि झस्क्यायर जान्छेउ",0
"अनी अर्को सपना",2

"किनकी दुबैमा तिम्रो नमिठो उपस्थिती छ",0
"तिम्रो नमिठो उपस्थिती छ",0

"तेही उपस्थिती ले समझनाको मिठास अनि सपनको मजा खोसी लगेको छ |",0
"समझनाको मिठास अनि सपनको मजा खोसी लगेको छ |",0

"सपना अनि समझना, सुन्दा फरक छन तर तर, मेरो जिवनमा दुबैले यौटै अर्थ राख्छ, त्यो समझना जहाँ तिमी घरी घरी आउछेउ अनि जिस्क्यायर जान्छेउ अनी अर्को सपना जहाँ तिमी घरी घरी आउछेउ अनि झस्क्यायर जान्छेउ जिवनका दुइ भिन्न पाटा आज यौटै भयका छन किनकी दुबैमा म्रो नमिठो उपस्थिती छ र तेही उपस्थिती ले समझनाको मिठास अनि सपनको मजा खोसी लगेको छ |",0

"तिमीलाई सधैं अगाडि राखन मन थियो आँखा भन्दा अगाडि, मन भन्दा अगाडि, अनी जीवन भन्दा अगाडि, तर तिम्रा ति नमिठा अस्विकार्ले  तिमी भन्दा निकै पर.. ल्यैपुरायो तेसैले त तिम्रो नामको पहिले अक्षर मात्र अगाडि राख्न पायको छु।",2
"तिमीलाई सधैं अगाडि राखन मन थियो",0

"मेरो मोबाईल ले काम गरेको छैन",0
"काम गरेको छैन",0

"के तपाईं DFLP को बारेमा अलिकति बन्न सक्नुहुन्छ?",2

"यो सामान नेपालमा भरि उपलब्ध हुनुपर्छ ।",2

"यसको मूल्य कति ?",2

"मूल्य कृपया",2

"ब्रिज मेकअप गर्नको लागि सबै सामान पाइन्छ",2

"पीपी मलाई यो चाहिन्छ, म यो कसरी प्राप्त गर्न सक्छु?",2
"पीपी मलाई यो चाहिन्छ",1
"म यो कसरी प्राप्त गर्न सक्छु?",2

"यो अफर कति दिनसम्म हुनेछ",2

"कति हो मिलाएर ?",2

"मैले यो मेरो  पति र चाचालाई क्रिसमस उपहारको रूपमा दिए",1

"मैले मेरो फायर एचडीलाई 8 दुई हप्तामा गरेको छु र म यो मनपरौछु",1
"म यो मनपरौछु",1
"मैले मेरो फायर एचडीलाई 8 दुई हप्तामा गरेको छु",2

"मैले यो मेरो  छोरीको लागि किनेको थिएँ जब मैले भेट्टाएकी छु",2
"मैले यो मेरो  छोरीको लागि किनेको थिएँ",2
"ैले भेट्टाएकी छु",2

"खोइ त कुपन नैइ एसेप्ट गर्दैन त",0
"खोइ त",2

"तपाईंले नेपालका चुनिंदा शहरहरूलाई डेलिभरी गरेर सबै नेपालमा वितरण गर्छै किन भन्नहुन्छ कृपया जनतालाई भ्रमा नपार्नुहोस्",2
"तपाईंले नेपालका चुनिंदा शहरहरूलाई डेलिभरी गरेर सबै नेपालमा वितरण गर्छै",2
"कृपया जनतालाई भ्रमा नपार्नुहोस्",1

"मलाई जरुरी कुरा सबै गर्दछ",2
"जरुरी कुरा",2

"ज्येष्ठ नागरिक परिवारका मार्गदशक व्यक्तित्व हुन्",1

"Mailey kineko saman paye",2
"kineko saman paye",2

"सेवा दिन को लागि आझै धेरै नै कुरा सुधार गर्न पर्ने छ",2
"आझै धेरै नै कुरा सुधार गर्न पर्ने छ",2

"दिनु भएको सुबिधा धेरै नराम्रो पनि होइन",2
"ेरै नराम्रो पनि होइन",2

"नेपाल एक कृषि देश हो",2
"एक कृषि देश हो",2

"म विरामी महसुस गर्दैछु",2

"म खेल मनोरञ्जनको लागि खेल्छु",2
"मनोरञ्जनको लागि खेल्छु",2

"म तिमीलाई मन पराउछु",1

"रोजगारीको लागि नेपाल राम्रो छैन",0
" नेपाल राम्रो छैन",0

"सरकारले कृषिलाई ध्यान दिनुपर्छ",1
"ध्यान दिनुपर्छ",1

"म अस्पताल जान्छु",2

"हामीले बढी रूख रोप्नुपर्छ",1
"रूख रोप्नुपर्छ",1

"मलाई औषधि दिनुपर्छ",2

"सरकारले कृषिलाई ध्यान दिनुपर्छ",1
"कृषिलाई ध्यान दिनुपर्छ",1

"म अस्पताल जान्छु",2

"People don't have trust on online payment.",0
"trust on online payment.",1

"कस्तो दु:ख लाग्दो प्रकृया",0
"दु:ख लाग्दो",0

"तिमी मसँग जिस्किदै छौ",2

"seven semester ma pugiyo",2

"Kathmandu ko sabai dhulo le matra 2 ota sahara desert banchha",2

"बिरामी भइयो अब भोलि जानू पर्ला",2

"आगो त नामले बदनाम छ,मान्छेहरु मेरो मुस्कानले जल्दैछन रे",2
"आगो त नामले बदनाम छ",2
"मान्छेहरु मेरो मुस्कानले जल्दैछन रे",0

"कच्चि बाटो पानी परे हिलो घाम लागेसी धूलो",2
"पानी परे हिलो",2
"घाम लागेसी धूलो",2

"भ्रष्टाचारि नेता साफ गर्ने कुनै साधन बनाए ल्याए",0

"पैसा बढ्दै गयाे",2

"घरका छानाेले अाकाश छुन लागे",2

"दिनहुँ खाईने भाेजनमा पनि अनेकौं परिकारहरु अाउन थाले",2
"अनेकौं परिकारहरु अाउन थाले",2

"धोती को देश नबनोस सगरमाथा को देश बनोस शुभकामना",2
"धोती को देश नबनोस",0
"सगरमाथा को देश बनोस शुभकामना",1

"अाज मान्छे सँग अथाह पैसा र सम्पत्ति छ तर मनमा काडा छ",1
"मनमा काडा छ",2
"अाज मान्छे सँग अथाह पैसा र सम्पत्ति छ",2

"बेरोजगार हरुको काम खोस्ने मेसिन आएछ बल्ल  कम्ता नाटक देखिन काठमाडौं मा फोहोर सफा गर्दै हिड्ने हरु",0
"बेरोजगार हरुको काम खोस्ने मेसिन आएछ बल्ल",0
"कम्ता नाटक देखिन काठमाडौं मा फोहोर सफा गर्दै हिड्ने हरु",0

"राति सफा गर्छ दिनभरि खनेर धुलाे बनाउछ घण्टा सफा हाेस",0
"ाति सफा गर्छ",0
"दिनभरि खनेर धुलाे बनाउछ घण्टा सफा हाेस",2

"हाम्रो तिर चै कहिले आउछ",2

"गेरन्डि हस्पिटलमा छ",2

"तर म टाढा छु",2

"भुगोल पार्क मा गरिएको रगत डोनेसन चाहिँ कता जान्छ",2

"बाउले माया गरेर भात ख्वाइदिँदा बटारिने छोरी boyfriend ले pills ख्वाइदिँदा घुटुक्क निल्छे",2

"आमाले छोरी मलाई सन्चो छैन बजार सम्म गएर सब्जी लिएर अाइजा न भन्दा रिसाउने छोरी राती बाह्र एक बजे सम्म आयो हान्दे  लुकेर है लुकेर  त्यता हैन अली तल तल  कस्तो ठाउमै मै हान्देको blood नै blood भयो भन्दै PUBG खेल्छन ",2
"आमाले छोरी मलाई सन्चो छैन बजार सम्म गएर सब्जी लिएर अाइजा न भन्दा रिसाउने छोरी",0
"राती बाह्र एक बजे सम्म आयो हान्दे  लुकेर है लुकेर  त्यता हैन अली तल तल  कस्तो ठाउमै मै हान्देको blood नै blood भयो भन्दै PUBG खेल्छन",2

"मनपरि नबोलौँ भन्छु साला यस्तै पोष्ट देखेपछि दिमाग तातिन्छ",2
"मनपरि नबोलौँ भन्छु साला",0
"यस्तै पोष्ट देखेपछि दिमाग तातिन्छ",0

"पढ् केटा हो पढ्के टीले नम्बर देली तर मास्टर ले दिँदैन",2
"पढ् केटा हो",1
"मास्टर ले दिँदैन",0

"यदि गाडी हिँड्ने बाटोमा पार्किङ्ग गरेर राखेको उठाउन मिल्छ भने सर्वसाधारण जनताको बाटो छेकेर हिद्नै नमिल्नेगरी राखिएका यी जस्ता धेरै किन समात्न नमिल्ने",2
"गाडी हिँड्ने बाटोमा पार्किङ्ग गरेर राखेको उठाउन मिल्छ",1
"सर्वसाधारण जनताको बाटो छेकेर हिद्नै नमिल्नेगरी राखिएका यी जस्ता धेरै किन समात्न नमिल्ने",2
"जनताको बाटो छेकेर हिद्नै नमिल्नेगरी राखिएका",0

"हैन त्यो तीन फिट जती जमिन ढाक्ने पानीपुरिको साईकल लेर जानू भन्दा तीनसय  मिटर जमिन ढाकेको फोहोर को डङ्गुर उठा बिच बाटोमा जोगिको लट्टा जस्तो तार गुजुल्टेको बत्तिको जुन पोल ठड्यायेको हुन्छनी त्यो हटा",2
"हैन त्यो तीन फिट जती जमिन ढाक्ने पानीपुरिको साईकल लेर जानू भन्दा तीनसय  मिटर जमिन ढाकेको फोहोर को डङ्गुर उठा",2

"तस्बिर मा देखेको कुरालाई सरासर अन्याय भयेको ठहर गरे मैले चै",2
"अन्याय भयेको ठहर गरे मैले चै",0

"अहिले नगरपालिकाको कर्मचारीले यसरी गाडा उठाउँछ अनी बेलुका उस्कै छोरी चट्पटे खोज्दै त्यै फुटपाथमा जान्छे",2
"अहिले नगरपालिकाको कर्मचारीले यसरी गाडा उठाउँछ",2
"बेलुका उस्कै छोरी चट्पटे खोज्दै त्यै फुटपाथमा जान्छे",2

"अव्यवस्थित रुपमा पार्किङ गरिएका हुन्डाई किया मित्सुविसी टोयोटा टाटा इत्यादीका रातो प्लेटका गाडी हरुलाई न त ट्राफिकले आँखा लगाउँछन महानगरपालिकाले नै",2

"मारमा पर्नेहरु सधैं गरिब र लाटासोझाहरु नै हुन्",1
"मारमा पर्नेहरु सधैं गरिब",2

"सबैजनाले यो देख्ने बित्तिकै लब रियाक्ट वा लाईक गर्नुहोला",1
"लब रियाक्ट वा लाईक गर्नुहोला",1

"डिग्री पढेकाहरु कोरिया जान फारम भर्दैछन",0
"कोरिया जान फारम भर्दैछन",2

"शहर को बेथा गाउ मा के थाहा गाउ को बेथा हामी लाई के थाहा",2
"शहर को बेथा गाउ मा के"

"कडा जवाफ पो आयो त साङ्लो बोरो",2
"साङ्लो बोरो",2

"मलाई जस्तो हालमा छोड़ेकि थीइन त्याहि हाल उनको भयो भने एस मलाई थाहा छ त्यस्तो बेला कस्को साथ चाहिंछ भने",2
"मलाई जस्तो हालमा छोड़ेकि थीइन त्याहि हाल उनको भयो",0
"एस मलाई थाहा छ त्यस्तो बेला कस्को साथ चाहिंछ भने",0

"यो बेमौसमी झरी र मेरो Love एउटै एउटै लाग्छ पर्ला पर्ला जस्तो गर्नी तर नपर्नि",2
"यो बेमौसमी झरी र मेरो Love एउटै एउटै",1
"पर्ला पर्ला जस्तो गर्नी तर नपर्नि",0

"त्यो बेला दाहिने हात मात्र सिपालु थियो ऐले दाहिने देब्रे दुबै सिपालु छन",2
"त्यो बेला दाहिने हात मात्र सिपालु थियो",2
"ऐले दाहिने देब्रे दुबै सिपालु छन",2

"अनि जाडोमा हिटर किन्नेकी बिहे गर्ने भनेर बाउले सोध्यो भने के भन्छौनी",2
"अनि जाडोमा हिटर किन्नेकी बिहे गर्ने",2
"सोध्यो भने के भन्छौनी",2

"गौतम बुद्ध अन्तरास्ट्रिय रंगशाला निर्माण सहयोग का लागि यस हाम्रो पोखरा फेसबुक ग्रुपले आर्थिक संकलन कार्यक्रमको आयोजना गरेको छ",1
"आर्थिक संकलन कार्यक्रमको आयोजना गरेको छ",2

